OPEID;INSTNM;CITY;STABBR;ZIP;INSTURL;REGION;LOCALE;ADM_RATE;COSTT4_A
3783300;Blue Cliff Career College;Mobile;AL;36606;www.blue.edu;5;12.0;0.9552;
3841300;Career Beauty College;Lawrenceburg;TN;38464;www.cbclburg.com;5;32.0;;
3777300;Paul Mitchell the School-Gastonia;Gastonia;NC;28054;carolina.paulmitchell.edu/gastonia-nc;5;13.0;;
3695300;CES College;Burbank;CA;91502-2750;www.cescollege.edu;8;12.0;;
3759300;Stellar Career College;Modesto;CA;95356;www.stellarcollege.edu;8;21.0;;
3810500;Mid City College;Baton Rouge;LA;70806-0000;www.midcitycollege.edu;5;12.0;;
3727600;Auguste Escoffier School of Culinary Arts-Austin;Austin;TX;78752;www.escoffier.edu;6;11.0;;
3723300;Culinary Institute Inc;Houston;TX;77022-4322;www.culinaryinstitute.edu;6;11.0;;27915.0
3751300;Escuela Hotelera de San Juan;Hato Rey;PR;00917;www.escuelahotelera.com;9;11.0;;20018.0
3787300;Expertise Cosmetology Institute;Las Vegas;NV;89106;www.expertisebeauty.com;8;11.0;;
3822300;Paul Mitchell the School-Monroe;Monroe;WI;53566;paulmitchell.edu/monroe;3;32.0;;
3776400;Orion Institute;Perrysburg;OH;43551;www.orion.edu;3;21.0;;
3778300;Health Works Institute;Bozeman;MT;59715;www.healthworks.edu;7;33.0;0.9474;
3727500;Moore Career College;Baton Rouge;LA;70817;moorecareercollege.edu;5;21.0;;
3781400;Industrial Technical College;Humacao;PR;00791;www.industrialtechnicalcollege.com;9;21.0;;8864.0
3800400;Institute of Beauty Occupation and Technology Course;Rio Grande;PR;00745;www.ibotechnology.com;9;21.0;;
3735300;Institute of Clinical Acupuncture & Oriental Med;Honolulu;HI;96817;www.orientalmedicine.edu;8;11.0;;
3804400;Gwinnett College-Marietta Campus;Marietta;GA;30068;www.gwinnettcollege.edu;5;13.0;;
3552300;Leston College;Bayamon;PR;00961;www.lestoncollege.com;9;21.0;;
3827300;Charlotte Christian College and Theological Seminary;Charlotte;NC;28205-1648;www.charlottechristian.edu;5;11.0;;27155.0
3838300;Nightingale College;Salt Lake City;UT;84111;www.nightingale.edu;7;12.0;;
3812300;Omnitech Institute;Atlanta;GA;30349;www.omnitech.edu;5;21.0;;
3781300;PITC Institute;Wyncote;PA;19095;www.pitc.edu;2;21.0;;
3829500;Skinworks School of Advanced Skincare;Salt Lake City;UT;84115;www.skinworks.edu;7;21.0;;
3746400;Southeastern Institute-Columbia;Columbia;SC;29210;www.southeasterninstitute.com;5;12.0;;
3750300;Technical Learning Centers Inc;Washington;DC;20006-5540;prospectcollege.edu;2;11.0;;
3814300;Turning Point Beauty College;Casa Grande;AZ;85122;turningpointbeauty.com;6;41.0;;
3789300;Unitech Training Academy-Lafayette;Lafayette;LA;70506;www.unitechtrainingacademy.com;5;12.0;;
4041400;Mountwest Community and Technical College;Huntington;WV;25701;www.mctc.edu;5;22.0;;12345.0
3304300;Centura College-Columbia;Columbia;SC;29223;www.centuracollege.edu;5;21.0;;28549.0
789301;Flagler College-Tallahassee;Tallahassee;FL;32304;www.flagler.edu;5;12.0;;
2113600;American InterContinental University;Schaumburg;IL;60173;www.aiuniv.edu;3;13.0;;16977.0
4169500;Toyota Technological Institute at Chicago;Chicago;IL;60637;www.ttic.edu;3;11.0;;
3010607;Virginia College-Mobile;Mobile;AL;36608;www.vc.edu;5;12.0;;
2113610;American InterContinental University-Houston;Houston;TX;77042;www.aiuniv.edu/online-campus/campus-locations/houston;6;11.0;;22472.0
4127100;University of California-Merced;Merced;CA;95343-5603;www.ucmerced.edu;8;41.0;0.6979;34330.0
3026501;Remington College-North Houston Campus;Houston;TX;77067;www.remingtoncollege.edu/north-houston-texas-colleges;6;11.0;;24017.0
2531803;Paul Mitchell the School-Orlando;Oviedo;FL;32765;paulmitchell.edu/orlando;5;21.0;;
2217109;Pima Medical Institute-Las Vegas;Las Vegas;NV;89121;pmi.edu;8;12.0;;
3026519;Remington College-Nashville Campus;Nashville;TN;37214;www.remingtoncollege.edu/nashville-tennessee-career-colleges-overview;5;11.0;;28686.0
2306804;Platt College-OKC-Memorial;Oklahoma City;OK;73134;www.plattcolleges.edu;6;11.0;;
245300;Central Methodist University-College of Graduate and Extended Studies;Fayette;MO;65248-1198;www.centralmethodist.edu;4;32.0;0.4545;
42098802;University of Phoenix-New Jersey;Jersey City;NJ;07310-1756;www.phoenix.edu;2;11.0;;20940.0
946610;Brightwood College-Fort Worth;Fort Worth;TX;76103-2310;www.brightwood.edu;6;11.0;;
1287201;North-West College-Riverside;Riverside;CA;92503;www.north-westcollege.edu;8;11.0;;
32098862;University of Phoenix-Kentucky;Louisville;KY;40223-3839;www.phoenix.edu/;5;21.0;;
149906;Altierus Career College-Orange Park;Orange Park;FL;32073-2301;https://www.altierus.edu;5;21.0;;26627.0
982812;Altierus Career College-Bissonnet;Houston;TX;77036-8001;https://www.altierus.edu;6;11.0;;
3800300;Colegio Tecnico de Electricidad Galloza;Aguada;PR;00602;www.ctegpr.com/CTEG_Web/;9;21.0;;
2538502;Arthur's Beauty School Inc-Conway;Conway;AR;72032;www.arthursbeautycollege.com;5;13.0;;
2599712;Vatterott College-St Charles;St Charles;MO;63301;www.vatterott.edu;4;13.0;;23505.0
1085102;Branford Hall Career Institute-North Brunswick;North Brunswick;NJ;08902;www.schooliya.com/peg/NorthBrunswick/index.html;2;21.0;;
2104402;Spa Tech Institute-Ipswich;Ipswich;MA;01938;www.spatech.edu;1;21.0;;
2104403;Spa Tech Institute-Westboro;Westborough;MA;01581;www.spatech.edu;1;21.0;;
2104404;Spa Tech Institute-Plymouth;Plymouth;MA;02360;www.spatech.edu;1;21.0;;
1009800;Neumont College of Computer Science;Salt Lake City;UT;84111-1917;www.neumont.edu;7;12.0;0.8379;33331.0
340410;Johnson & Wales University-Charlotte;Charlotte;NC;28202;www.jwu.edu/campuses/charlotte/index.html;5;11.0;0.8414;46752.0
2609203;L'Ecole Culinaire-St Louis;St. Louis;MO;63124-1188;www.lecoleculinaire.com;4;21.0;;26847.0
4065300;Roseman University of Health Sciences;Henderson;NV;89014;www.roseman.edu;8;11.0;;
3480302;Fortis Institute-Port Saint Lucie;Port Saint Lucie;FL;34952;www.fortis.edu;5;12.0;;27949.0
3883400;Aviation Institute of Maintenance-Manassas;Manassas;VA;20109;www.aviationmaintenance.edu;5;21.0;;28577.0
3832400;Cosmetology School of Arts and Science LLC;Burley;ID;83318;cosmetologyschoolof-art.com;7;33.0;;
2362002;Universal Technical Institute of Pennsylvania Inc;Exton;PA;19341;www.uti.edu/;2;21.0;;
2341103;Kenneth Shuler School of Cosmetology-Spartanburg;Spartanburg;SC;29301;www.kennethshuler.com;5;13.0;;
2341104;Kenneth Shuler School of Cosmetology-Columbia;Columbia;SC;29209;www.kennethshuler.com;5;12.0;;
3872400;Divine Mercy University;Arlington;VA;22202;www.divinemercy.edu;5;12.0;;
730303;Lincoln Technical Institute-Shelton;Shelton;CT;06484;www.lincolntech.edu/campus/shelton-ct;1;21.0;;
3838500;Northwest Career College;Las Vegas;NV;89128;northwestcareercollege.edu;8;11.0;;
3891300;Soma Institute-The National School of Clinical Massage Therapy;Chicago;IL;60604-4110;www.soma.edu;3;11.0;;
3833300;American Academy of Acupuncture and Oriental Medicine;Roseville;MN;55113;www.aaaom.edu;4;21.0;;
3695500;Arizona School of Acupuncture and Oriental Medicine;Tucson;AZ;85716-1518;www.asaom.edu;6;11.0;;
3941300;Ave Maria University;Ave Maria;FL;34142-9505;www.avemaria.edu;5;42.0;0.4212;33097.0
3914300;CALC Institute of Technology;Alton;IL;62002;calc.edu;3;23.0;;
3874300;Cambridge Junior College-Yuba City;Yuba City;CA;95993;www.cambridge.edu;8;13.0;1.0;
3842500;Cambridge Institute of Allied Health & Technology;Altamonte Springs;FL;32701;www.cambridgehealth.edu/;5;21.0;;
3797400;Career Care Institute;Lancaster;CA;93534;www.ccicolleges.edu;8;21.0;;
4038302;ATA Career Education;Spring Hill;FL;34606;www.atafl.edu;5;22.0;;22339.0
3915300;Career Quest Learning Centers-Lansing;Lansing;MI;48910;www.careerquest.edu;3;12.0;;
3874400;Community Christian College;Redlands;CA;92374-4970;https://www.cccollege.edu;8;13.0;;11283.0
3876300;Culpeper Cosmetology Training Center;Culpeper;VA;22701-1055;www.culpepercosmetology.com;5;32.0;;
3811300;Eastern School of Acupuncture and Traditional Medicine;Bloomfield;NJ;07003-3551;www.Esatm.edu;2;21.0;;
3855300;Ecclesia College;Springdale;AR;72762;www.ecollege.edu/;5;41.0;0.5646;28562.0
3885300;Employment Solutions-College for Technical Education;Lexington;KY;40517;cte.edu;5;11.0;;
3881400;Estelle Medical Academy;Skokie;IL;60077;www.school-for-massage.com;3;13.0;1.0;11800.0
3917300;Evergreen Beauty and Barber College-Everett;Everett;WA;98208;www.evergreenbeauty.edu;8;12.0;;
3907300;Paul Mitchell the School-Great Lakes;Port Huron;MI;48060;paulmitchell.edu/porthuron;3;23.0;;
3803300;Healthcare Training Institute;Union;NJ;07083;www.htinj.edu;2;21.0;0.7857;
3734300;John D Rockefeller IV Career Center;New Cumberland;WV;26047;www.jdrcc.org;5;41.0;;13173.0
3868400;Los Angeles College of Music;Pasadena;CA;91105;www.lacm.edu;8;12.0;;39541.0
3822400;Maple Springs Baptist Bible College and Seminary;Capitol Heights;MD;20743;www.msbbcs.edu;2;21.0;;
3923300;Precision Manufacturing Institute;Meadville;PA;16335;www.goPMI.org;2;32.0;;27275.0
3638300;Rosslyn Training Academy of Cosmetology;Aguada;PR;00602;rosslyntraining.edu;9;21.0;;7908.0
3830300;SAE Institute of Technology-Nashville;Nashville;TN;37203;www.nashville.sae.edu;5;11.0;;41636.0
3916300;eClips School of Cosmetology and Barbering;Overland;MO;63114;eclips.edu;4;21.0;;
3903500;Southern Technical College;Orlando;FL;32809;www.southerntech.edu;5;21.0;;
3889300;Stanbridge University;Irvine;CA;92612;www.stanbridge.edu;8;11.0;0.5787;
3856300;Universal Career School;Sweetwater;FL;33174;www.ucs.edu;5;21.0;;
3821400;Universal College of Healing Arts;Omaha;NE;68112-1810;www.ucha.edu;4;11.0;;28128.0
3802300;Uta Mesivta of Kiryas Joel;Monroe;NY;10950;utam.edu;2;21.0;;18255.0
3948300;Harrisburg University of Science and Technology;Harrisburg;PA;17101-2208;www.HarrisburgU.edu;2;13.0;;30115.0
367405;Stevens-Henager College;Logan;UT;84321;www.stevenshenager.edu/;7;13.0;;33259.0
3957300;Blue Ridge Community and Technical College;Martinsburg;WV;25403;www.blueridgectc.edu;5;41.0;;12076.0
3031406;Sanford-Brown College-Seattle;Tukwila;WA;98188-0000;www.sanfordbrown.edu/Seattle;8;21.0;;
2253902;Platt College-McCann-Shreveport;Shreveport;LA;71105;www.mccann.edu;5;12.0;;24909.0
826301;Chambersburg Beauty School;Chambersburg;PA;17201;www.ChambersburgBeautySchool.com;2;13.0;;
3939600;Daytona College;Ormond Beach;FL;32174-8445;daytonacollege.edu;5;13.0;;
3368301;Delta Technical College;Horn Lake;MS;38637;www.deltatechnicalcollege.com;5;21.0;;
4005300;United States University;San Diego;CA;92108;https://www.usuniversity.edu/;8;11.0;;24649.0
2351901;Brightwood College-Bakersfield;Bakersfield;CA;93304;www.brightwood.edu;8;11.0;;
2306302;Brightwood College-Fresno;Clovis;CA;93612;www.brightwood.edu;8;21.0;;
1260606;Empire Beauty School-Avondale;Avondale;AZ;85323;www.empire.edu;6;22.0;;
2173206;Empire Beauty School-Littleton;Littleton;CO;80123;www.empire.edu;7;21.0;;
2173207;Empire Beauty School-Aurora;Aurora;CO;80017;www.empire.edu;7;11.0;;
982805;Altierus Career College-Columbus;Columbus;OH;43232;https://www.altierus.edu;3;11.0;;
2270802;AmeriTech College-Draper;Draper;UT;84020-6545;www.ameritech.edu;7;21.0;0.8596;29811.0
2179928;Argosy University-Los Angeles;Los Angeles;CA;90045;www.argosy.edu/locations/los-angeles;8;21.0;;29296.0
2306805;Platt College-Moore;Moore;OK;73160;www.plattcolleges.edu;6;21.0;;
822105;Universal Technical Institute of Massachusetts Inc;Norwood;MA;02062;www.uti.edu/;1;21.0;;
2178501;Eagle Gate College-Layton;Layton;UT;84041;www.eaglegatecollege.edu;7;21.0;;20432.0
3097800;Carsten Institute of Cosmetology;New York;NY;10017;carsten.edu;2;11.0;;
3276301;Academy of Hair Design-Jasper;Jasper;TX;75951;lufkinhairdesign.com;6;33.0;;
3973300;SAE Expression College;Emeryville;CA;94608;usa.sae.edu/campuses/emeryville/;8;21.0;;33167.0
3789301;Unitech Training Academy-West Monroe;West Monroe;LA;71291;www.unitechtrainingacademy.com;5;22.0;;
931305;Daymar College-Bellevue;Bellevue;KY;41073;www.daymarcollege.edu/;5;21.0;;26808.0
466604;Salter School-Fall River;Fall River;MA;02720;www.salterschool.com/Locations/Fall-River-Campus/80/;1;21.0;;
3429301;Seacoast Career School-Manchester Campus;Manchester;NH;03101;www.seacoastcareerschools.edu/Locations/Manchester-Campus/84/;1;12.0;;
3960300;New River Community and Technical College;Beaver;WV;25813-8987;https://www.newriver.edu;5;23.0;;9560.0
3128101;The College of Health Care Professions-Southwest Houston;Houston;TX;77074;www.chcp.edu;6;11.0;;
2559309;United Education Institute-Chula Vista;Chula Vista;CA;91910-3953;www.uei.edu;8;21.0;;
2559310;United Education Institute-West Covina;West Covina;CA;91731-2806;www.uei.edu;8;21.0;;
2549005;Brightwood College-Palm Springs;Palm Springs;CA;92262-7011;www.brightwood.edu;8;21.0;;
4142900;Georgia Gwinnett College;Lawrenceville;GA;30043;www.ggc.edu;5;21.0;;17762.0
3617500;Phoenix Institute of Herbal Medicine & Acupuncture;Phoenix;AZ;85012;www.pihma.edu;6;11.0;;
4059300;Tucson College of Beauty;Tucson;AZ;85705;tucsoncollegeofbeauty.com;6;11.0;;
3974500;California Career College;Canoga Park;CA;91303-2006;www.californiacareercollege.edu;8;11.0;;
4014400;Palladium Technical Academy Inc;Temple City;CA;91780;palladium.edu;8;21.0;;
4001300;Palace Beauty College;Los Angeles;CA;90006;www.palacebeautycollege.com;8;11.0;;
3910400;National Polytechnic College;Lakewood;CA;90712;www.npcollege.edu;8;21.0;;
3971300;American Career College-Ontario;Ontario;CA;91764;americancareercollege.edu;8;12.0;;
4057300;Asher College;Sacramento;CA;95825;www.asher.edu;8;13.0;;
3962300;American Institute of Massage Therapy;Santa Ana;CA;92705-5445;www.aimtinc.com;8;11.0;;
3995300;University of East-West Medicine;Sunnyvale;CA;94085-3922;www.uewm.edu;8;12.0;;
4003300;Blake Austin College;Vacaville;CA;95687;blakeaustincollege.edu;8;23.0;;
3986300;Aviator College of Aeronautical Science and Technology;Fort Pierce;FL;34946;www.aviator.edu;5;41.0;;93704.0
4029300;Trendsetters School of Beauty & Barbering;Jacksonville;FL;32205;trendsettersjax.com;5;11.0;;
3985300;CDA Technical Institute;Jacksonville;FL;32208;cda.edu;5;11.0;;
4016500;American Institute of Beauty;Largo;FL;33771;www.aibschool.edu;5;21.0;;
3557300;North Florida Cosmetology Institute Inc;Tallahassee;FL;32312;www.cosmetologyinst.com;5;12.0;;
3823300;Florida Academy of Health & Beauty;Oakland Park;FL;33311;www.flacademyofbeauty.org/;5;21.0;;
4021300;Augusta School of Massage;Evans;GA;30809;www.augustamassage.com;5;21.0;;
4038300;ATA College;Louisville;KY;40223;www.ata.edu;5;21.0;;26099.0
3752400;SUM Bible College and Theological Seminary;El Dorado Hills;CA;95762;www.sum.edu;8;41.0;;27822.0
4040300;Compass Career College;Hammond;LA;70403;www.compasscareercollege.net;5;23.0;;
3965500;Hair Expressions Academy;Rockville;MD;20852;www.paulmitchell.edu/rockville;2;21.0;;
4006300;Nuvo College of Cosmetology;Norton Shores;MI;49441;www.nuvocollege.com;3;22.0;;
3970400;WellSpring School of Allied Health-Kansas City;Kansas City;MO;64114-3313;www.wellspring.edu;4;11.0;;
3924300;Hair Academy 110;Kirksville;MO;63501;www.thehairacademy110.com;4;33.0;;
3963300;Institute of Health & Technology;Hattiesburg;MS;39402;iht.edu;5;13.0;;
4031300;The Salon Professional Academy-Fargo;Fargo;ND;58103;www.tspafargo.com;4;12.0;;
3975300;Institute of Professional Careers;Las Vegas;NV;89119;www.dentalassistanttraininginlasvegasnv.com/;8;12.0;;
3839300;Aveda Institute-New York;New York;NY;10013;aveda.edu/new-york/;2;11.0;;
3965400;MyrAngel Beauty Institute;San Lorenzo;PR;00754;myrangelbeautyinstitute.com;9;21.0;;
4035300;Tennessee Career Institute;Columbia;TN;38401;tnci.edu;5;32.0;;
3987300;Texas Health School;Houston;TX;77079;ths.edu;6;11.0;;
3909300;Paul Mitchell the School-Logan;Logan;UT;84321;paulmitchell.edu/logan;7;13.0;;
3463300;Careers Unlimited;Orem;UT;84058;www.ucdh.edu;7;13.0;;
3413300;Mountainland Technical College;Lehi;UT;84043;https://mtec.edu/;7;21.0;;
4038400;Avi Career Training;Great Falls;VA;22066;www.AviCareerTraining.com;5;21.0;;
4028300;Mountain State School of Massage;Charleston;WV;25304;www.mtnstmassage.com;5;13.0;;
254401;Doane University-Graduate and Professional Studies;Lincoln;NE;68504;www.doane.edu;4;11.0;;21315.0
159101;Shorter University-College of Adult & Professional Programs;Rome;GA;30165;www.shorter.edu/professional-education/;5;13.0;0.0;24635.0
4051304;The Art Institute of Indianapolis;Indianapolis;IN;46268;www.artinstitutes.edu/indianapolis;3;11.0;;25641.0
3122601;Eastern International College-Belleville;Belleville;NJ;07109;www.eicollege.edu;2;21.0;;24903.0
2256201;Broken Arrow Beauty College-Tulsa;Tulsa;OK;74133;www.babeautycollege.com;6;11.0;;
2100505;Universal Technical Institute of Northern California Inc;Sacramento;CA;95834;www.uti.edu/;8;11.0;;
42098866;University of Phoenix-South Carolina;Columbia;SC;29223-5727;www.phoenix.edu;5;21.0;;
2179948;Argosy University-The Art Institute of California-Inland Empire;San Bernardino;CA;92408-2800;www.artinstitutes.edu/inlandempire;8;12.0;;27560.0
405719;National American University-Zona Rosa;Kansas City;MO;64153-1934;www.national.edu/locations/campuses/zona-rosa/;4;11.0;;22446.0
4111300;West Hills College-Lemoore;Lemoore;CA;93245;https://www.westhillscollege.com/lemoore/;8;41.0;;15545.0
486607;Stautzenberger College-Brecksville;Brecksville;OH;44141;www.sctoday.edu/;3;21.0;;19611.0
1242504;Stone Academy-East Hartford;East Hartford;CT;06108;www.stoneacademy.com;1;13.0;;
3789302;Unitech Training Academy-Houma;Houma;LA;70364;www.unitechtrainingacademy.com;5;22.0;;
2614204;Miller-Motte Technical College-Madison;Madison;TN;37115;miller-motte.edu;5;11.0;;25647.0
869402;Rasmussen College-Illinois;Rockford;IL;61108-2513;rasmussen.edu;3;12.0;;22488.0
4206100;International Institute for Restorative Practices;Bethlehem;PA;18018;iirp.edu;2;13.0;;
2570402;Educational Technical College-Recinto de Coamo;Coamo;PR;00769;www.edutecpr.com;9;31.0;;
2570403;Educational Technical College-Recinto de san Sebastian;San Sebastian;PR;00769;www.edutecpr.com;9;21.0;;
2179930;Argosy University-Denver;Denver;CO;80231;www.argosy.edu/denver/;7;11.0;;26462.0
2594302;CollegeAmerica-Colorado Springs;Colorado Springs;CO;80909;www.collegeamerica.edu/;7;11.0;;32305.0
2594301;CollegeAmerica-Fort Collins;Fort Collins;CO;80525;www.collegeamerica.edu;7;12.0;;32038.0
1162101;Automotive Training Center-Warminster;Warminster;PA;18974;www.autotraining.edu;2;21.0;;
1260612;Empire Beauty School-Milwaukee;Milwaukee;WI;53221;www.empire.edu;3;11.0;;
153701;University of South Florida-St Petersburg;St. Petersburg;FL;33701-9807;https://www.usfsp.edu;5;11.0;0.3993;19102.0
2129003;Triangle Tech Inc-Bethlehem;Bethlehem;PA;18017;www.triangle-tech.edu;2;13.0;;24723.0
108103;Arizona State University-Downtown Phoenix;Phoenix;AZ;85004;www.asu.edu/;6;11.0;0.7721;24977.0
3422301;Milan Institute-Fresno;Fresno;CA;93704;www.milaninstitute.edu;8;11.0;;
2074005;Branford Hall Career Institute-Albany Campus;Albany;NY;12210;www.branfordhall.edu/albany-ny-campus/;2;13.0;;
2104001;Harris School of Business-Linwood Campus;Linwood;NJ;08221;https://www.harrisschool.edu/campus-locations/linwood-nj/;2;22.0;;
927003;The Art Institute of Tennessee-Nashville;Nashville;TN;37214-3439;www.artinstitutes.edu/nashville/;5;11.0;;29552.0
145942;Strayer University-Florida;Tampa;FL;33610;www.strayer.edu/florida/tampa-westshore;5;21.0;;27744.0
2217110;Pima Medical Institute-Renton;Renton;WA;98057;pmi.edu;8;12.0;;
3071601;College of Business and Technology-Main Campus;Miami;FL;33144;www.cbt.edu;5;21.0;;22743.0
3071602;College of Business and Technology-Hialeah;Hialeah;FL;33012;www.cbt.edu;5;21.0;;17947.0
499201;Platt College-Miller-Motte-Cary;Cary;NC;27518-7171;www.miller-motte.edu;5;21.0;;25452.0
489812;Miami-Jacobs Career College-Springboro;Springboro;OH;45066;www.miamijacobs.edu;3;21.0;;
3112107;Dewey University-Juana Diaz;Juana Diaz;PR;00910;dewey.edu;9;23.0;;11215.0
3112105;Dewey University-Fajardo;Fajardo;PR;00910;dewey.edu;9;23.0;;11207.0
3128102;The College of Health Care Professions-San Antonio;San Antonio;TX;78229;chcp.edu;6;11.0;;
982804;Altierus Career Education-South Plainfield;South Plainfield;NJ;07080-1125;https://www.altierus.edu;2;21.0;;
928401;Brittany Beauty Academy;Bronx;NY;10458;https://www.brittanybeautyschool.com/;2;11.0;;
793809;Lincoln Technical Institute-Whitestone;Whitestone;NY;11357;www.lincolntech.edu/campus/queens-ny;2;11.0;;
3819300;American Public University System;Charles Town;WV;25414;www.apus.edu;5;31.0;;15847.0
3894300;Huntsville Bible College;Huntsville;AL;35811-1632;www.hbc1.edu;5;12.0;;
3999300;Beaumont Adult School;Beaumont;CA;92223;bas.beaumontusd.us/;8;21.0;;
4092400;Make-up Designory;Burbank;CA;91502-1322;www.mud.edu;8;12.0;;
4076400;Gnomon;Hollywood;CA;90038;https://www.gnomon.edu;8;11.0;0.5333;48363.0
4115300;Coachella Valley Beauty College;La Quinta;CA;92253;www.cvbeautycollege.com/;8;21.0;;
4114500;Valley College of Medical Careers;West Hills;CA;91304;www.valleycollegeofmedicalcareers.info/;8;11.0;;
4093300;Academy of Natural Therapy Inc;Greeley;CO;80631-9441;www.natural-therapy.com;7;12.0;;
4104300;Academy Di Capelli-School of Cosmetology;Wallingford;CT;06492;www.academydicapelli.com;1;21.0;;
3702300;Delaware Learning Institute of Cosmetology;Dagsboro;DE;19939;delawarecosmetology.com;2;32.0;;
3888300;Dragon Rises College of Oriental Medicine;Gainesville;FL;32601;www.dragonrises.edu;5;12.0;;
4106300;Palm Beach Academy of Health & Beauty;Lake Park;FL;33403;www.pbacademy.net;5;21.0;;
3696400;SABER College;Miami;FL;33134;sabercollege.edu;5;11.0;0.8639;
4116600;Taylor College;Belleview;FL;34420;www.taylorcollege.edu;5;41.0;;25942.0
4105400;Pensacola School of Massage Therapy & Health Careers;Pensacola;FL;32504;www.psmthc.com;5;13.0;;
4038700;Ideal Beauty Academy;Jeffersonville;IN;47130;idealbeautyacademy.net;3;21.0;;
4100300;Denmark College;Merrillville;IN;46410;www.successbarberschool.com;3;21.0;;
4112300;Louisiana Culinary Institute;Baton Rouge;LA;70816;www.lci.edu;5;21.0;0.4556;24975.0
4081300;Bais Medrash Toras Chesed;Lakewood;NJ;08701;www.bmtc.edu;2;13.0;0.5714;15750.0
3773300;Center for Natural Wellness School of Massage Therapy;Albany;NY;12205;www.cnwsmt.com/;2;21.0;0.4;
4043300;Ace Institute of Technology;New York;NY;10018;www.acecareer.edu;2;11.0;;
4102300;New Age Training;New York;NY;10001-4034;www.newagetraining.com;2;11.0;;
4117300;Dayton School of Medical Massage;Dayton;OH;45429;www.massageschools.com;3;21.0;;27046.0
4118300;Northcoast Medical Training Academy;Kent;OH;44240;northcoastmedicalacademy.com;3;21.0;;
4060300;American Institute of Medical Technology;Tulsa;OK;74146;www.aimt.edu;6;11.0;;
3982300;Visible Music College;Memphis;TN;38103;www.visible.edu;5;11.0;1.0;29043.0
4089400;CCI Training Center-Arlington;Arlington;TX;76011;www.ccitraining.edu;6;11.0;;
4117900;Champion Beauty College;Houston;TX;77068;championbeautycollege.com;6;21.0;;
4036300;Southeast Texas Career Institute;Silsbee;TX;77656;www.setxci.com;6;31.0;;
4054300;Southwest Technical College;Cedar City;UT;84720;https://stech.edu/;7;33.0;;
3966300;Virginia Beach Theological Seminary;Virginia Beach;VA;23464-6847;www.vbts.edu;5;11.0;;
4118600;Academy of Cosmetology;Janesville;WI;53548-3307;www.cosmetologycareer.net/;3;13.0;;
4117400;Milwaukee Career College;Milwaukee;WI;53222;www.mkecc.edu;3;21.0;0.7321;
3696300;University of the West;Rosemead;CA;91770;www.uwest.edu;8;21.0;;20190.0
4151300;American College of Education;Indianapolis;IN;46204;www.ace.edu;3;11.0;;
1303908;South University-Tampa;Tampa;FL;33614-7095;www.southuniversity.edu/tampa#location=Tampa,%20FL;5;11.0;;28505.0
2248204;Milan Institute of Cosmetology-San Antonio Military;San Antonio;TX;78221;www.milaninstitute.edu;6;11.0;;
4180600;Appalachian College of Pharmacy;Oakwood;VA;24631;www.acp.edu;5;43.0;;
370200;Averett University-Non-Traditional Programs;Danville;VA;24541;https://gps.averett.edu;5;32.0;0.56;28175.0
2531805;Paul Mitchell the School-Tampa;Tampa;FL;33625;paulmitchell.edu/tampa;5;21.0;;
2531804;Paul Mitchell the School-San Diego;San Diego;CA;92101;paulmitchell.edu/sandiego;8;11.0;;
2531806;Paul Mitchell the School-Michigan;Sterling Heights;MI;48313;paulmitchell.edu/sterlingheights;3;21.0;;
4158200;Paul Mitchell the School-Sherman Oaks;Sherman Oaks;CA;91403;paulmitchell.edu/shermanoaks;8;11.0;;
2149901;Paul Mitchell the School-Mclean;McLean;VA;22102;paulmitchell.edu/tysonscorner;5;21.0;;
489813;Miami-Jacobs Career College-Troy;Troy;OH;45373;www.miamijacobs.edu;3;21.0;;
3294301;Blue Cliff College-Houma;Houma;LA;70360;bluecliffcollege.edu/;5;13.0;;
1031904;Fortis College-Columbus;Westerville;OH;43081;www.fortiscollege.edu;3;21.0;;30133.0
1031905;Fortis College-Cincinnati;Cincinnati;OH;45246;www.fortis.edu;3;21.0;;26857.0
3493301;Fortis Institute-Baltimore;Baltimore;MD;21244;www.fortis.edu;2;21.0;;
927004;The Art Institute of Charleston;Charleston;SC;29401;www.artinstitutes.edu/charleston;5;12.0;;30644.0
2179945;Argosy University-The Art Institute of California-Sacramento;Sacramento;CA;95833;www.artinstitutes.edu/sacramento/;8;11.0;;26767.0
3294308;Blue Cliff College-Fayetteville;Fayetteville;AR;72703;bluecliffcollege.com;5;13.0;;
3294304;Blue Cliff College-Alexandria;Alexandria;LA;71301;bluecliffcollege.edu;5;13.0;;
2283804;Beauty Schools of America-North Miami Beach;North Miami Beach;FL;33162;www.bsa.edu;5;21.0;;
3010610;Virginia College-Biloxi;Biloxi;MS;39532;www.vc.edu;5;13.0;;
3010606;Virginia College-Chattanooga;Chattanooga;TN;37411;www.vc.edu;5;12.0;;
145948;Strayer University-Delaware;Newark;DE;19713;www.strayer.edu/delaware/christiana;2;21.0;;27744.0
363600;Brite Divinity School;Fort Worth;TX;76129;www.brite.edu;6;11.0;;
145953;Strayer University-Alabama;Birmingham;AL;35243;www.strayer.edu/alabama/birmingham;5;12.0;;27744.0
3626301;Brown Aveda Institute-Strongsville;Strongsville;OH;44136;www.brownaveda.com;3;21.0;;
3367401;Clary Sage College;Tulsa;OK;74145;www.clarysagecollege.com;6;11.0;;
12098800;University of Phoenix-Alabama;Birmingham;AL;35243;www.phoenix.edu;5;13.0;;
